Incident_Id,Offense,Cluster
173011,Aggravated Assault,Assault
173012,Destruction/Damage/Vandalism of Property,Assault
173013,Destruction/Damage/Vandalism of Property,Assault
173014,Destruction/Damage/Vandalism of Property,Assault
173015,Intimidation,Psychological Harassment
173016,Simple Assault,Assault
173017,Intimidation,Psychological Harassment
173018,Destruction/Damage/Vandalism of Property,Assault
173018,Intimidation,Psychological Harassment
173019,Destruction/Damage/Vandalism of Property,Assault
173020,Aggravated Assault,Assault
173020,Not Specified,Other
173020,Robbery,Burgarly or Robbery
173021,Destruction/Damage/Vandalism of Property,Assault
173022,Intimidation,Psychological Harassment
173023,Intimidation,Psychological Harassment
173024,Simple Assault,Assault
173025,Intimidation,Psychological Harassment
173026,Simple Assault,Assault
173027,Destruction/Damage/Vandalism of Property,Assault
173028,Aggravated Assault,Assault
173029,Aggravated Assault,Assault
173030,Destruction/Damage/Vandalism of Property,Assault
173031,Intimidation,Psychological Harassment
173031,Simple Assault,Assault
173032,Aggravated Assault,Assault
173032,Destruction/Damage/Vandalism of Property,Assault
173033,Destruction/Damage/Vandalism of Property,Assault
173034,Simple Assault,Assault
173035,Destruction/Damage/Vandalism of Property,Assault
173036,Intimidation,Psychological Harassment
173036,Simple Assault,Assault
173037,Destruction/Damage/Vandalism of Property,Assault
173038,Intimidation,Psychological Harassment
173039,Destruction/Damage/Vandalism of Property,Assault
173040,Simple Assault,Assault
173041,Intimidation,Psychological Harassment
173042,Motor Vehicle Theft,Burgarly or Robbery
173043,Aggravated Assault,Assault
173044,Intimidation,Psychological Harassment
173045,Intimidation,Psychological Harassment
173046,Simple Assault,Assault
173047,Destruction/Damage/Vandalism of Property,Assault
173048,Destruction/Damage/Vandalism of Property,Assault
173049,Intimidation,Psychological Harassment
173050,Destruction/Damage/Vandalism of Property,Assault
173051,Intimidation,Psychological Harassment
173052,Intimidation,Psychological Harassment
173052,Simple Assault,Assault
173053,Destruction/Damage/Vandalism of Property,Assault
173054,Aggravated Assault,Assault
173054,Intimidation,Psychological Harassment
173055,Burglary/Breaking & Entering,Burgarly or Robbery
173055,Destruction/Damage/Vandalism of Property,Assault
173056,Destruction/Damage/Vandalism of Property,Assault
173056,Intimidation,Psychological Harassment
173057,Intimidation,Psychological Harassment
173058,Intimidation,Psychological Harassment
173059,Simple Assault,Assault
173060,Simple Assault,Assault
173061,Destruction/Damage/Vandalism of Property,Assault
173062,Simple Assault,Assault
173063,Aggravated Assault,Assault
173064,Intimidation,Psychological Harassment
173065,Destruction/Damage/Vandalism of Property,Assault
173066,Aggravated Assault,Assault
173067,Destruction/Damage/Vandalism of Property,Assault
173068,Destruction/Damage/Vandalism of Property,Assault
173069,Simple Assault,Assault
173070,Destruction/Damage/Vandalism of Property,Assault
173071,Destruction/Damage/Vandalism of Property,Assault
173072,Destruction/Damage/Vandalism of Property,Assault
173073,Destruction/Damage/Vandalism of Property,Assault
173074,Destruction/Damage/Vandalism of Property,Assault
173075,Intimidation,Psychological Harassment
173076,Aggravated Assault,Assault
173076,Intimidation,Psychological Harassment
173077,Intimidation,Psychological Harassment
173078,Destruction/Damage/Vandalism of Property,Assault
173079,Aggravated Assault,Assault
173080,Simple Assault,Assault
173081,Destruction/Damage/Vandalism of Property,Assault
173082,Simple Assault,Assault
173083,Simple Assault,Assault
173084,Simple Assault,Assault
173085,Burglary/Breaking & Entering,Burgarly or Robbery
173086,Destruction/Damage/Vandalism of Property,Assault
173087,Destruction/Damage/Vandalism of Property,Assault
173088,Intimidation,Psychological Harassment
173089,Destruction/Damage/Vandalism of Property,Assault
173090,Destruction/Damage/Vandalism of Property,Assault
173090,Simple Assault,Assault
173091,Simple Assault,Assault
173092,Intimidation,Psychological Harassment
173093,Simple Assault,Assault
173094,Aggravated Assault,Assault
173095,Simple Assault,Assault
173096,Simple Assault,Assault
173097,Intimidation,Psychological Harassment
173098,Destruction/Damage/Vandalism of Property,Assault
173099,Intimidation,Psychological Harassment
173100,Destruction/Damage/Vandalism of Property,Assault
173101,Intimidation,Psychological Harassment
173102,Intimidation,Psychological Harassment
173103,Simple Assault,Assault
173104,Simple Assault,Assault
173105,Simple Assault,Assault
173106,Aggravated Assault,Assault
173107,Destruction/Damage/Vandalism of Property,Assault
173108,Destruction/Damage/Vandalism of Property,Assault
173109,Aggravated Assault,Assault
173110,Destruction/Damage/Vandalism of Property,Assault
173111,Simple Assault,Assault
173112,Simple Assault,Assault
173113,Destruction/Damage/Vandalism of Property,Assault
173114,Simple Assault,Assault
173115,Destruction/Damage/Vandalism of Property,Assault
173116,Simple Assault,Assault
173117,Simple Assault,Assault
173118,Simple Assault,Assault
173119,Motor Vehicle Theft,Burgarly or Robbery
173120,Simple Assault,Assault
173121,Destruction/Damage/Vandalism of Property,Assault
173122,Aggravated Assault,Assault
173123,Simple Assault,Assault
173124,Theft From Motor Vehicle,Burgarly or Robbery
173125,Destruction/Damage/Vandalism of Property,Assault
173126,Theft From Motor Vehicle,Burgarly or Robbery
173127,Simple Assault,Assault
173128,Aggravated Assault,Assault
173129,Simple Assault,Assault
173130,Intimidation,Psychological Harassment
173131,Destruction/Damage/Vandalism of Property,Assault
173132,Intimidation,Psychological Harassment
173133,Aggravated Assault,Assault
173134,Intimidation,Psychological Harassment
173135,Simple Assault,Assault
173136,Simple Assault,Assault
173137,Intimidation,Psychological Harassment
173138,Intimidation,Psychological Harassment
173139,Simple Assault,Assault
173140,Simple Assault,Assault
173141,Simple Assault,Assault
173142,All Other Larceny,Other
173143,Intimidation,Psychological Harassment
173144,Intimidation,Psychological Harassment
173145,Simple Assault,Assault
173146,Aggravated Assault,Assault
173147,Intimidation,Psychological Harassment
173148,Destruction/Damage/Vandalism of Property,Assault
173149,Intimidation,Psychological Harassment
172060,Destruction/Damage/Vandalism of Property,Assault
172061,Intimidation,Psychological Harassment
172062,Simple Assault,Assault
172063,Burglary/Breaking & Entering,Burgarly or Robbery
172063,Intimidation,Psychological Harassment
172064,Intimidation,Psychological Harassment
172065,Destruction/Damage/Vandalism of Property,Assault
172066,Destruction/Damage/Vandalism of Property,Assault
172067,Intimidation,Psychological Harassment
172068,Simple Assault,Assault
172069,Impersonation,"Illegal Activities, Fraud and Identity Theft"
172070,Intimidation,Psychological Harassment
172071,Destruction/Damage/Vandalism of Property,Assault
172072,Simple Assault,Assault
172073,Intimidation,Psychological Harassment
172074,Destruction/Damage/Vandalism of Property,Assault
172080,Destruction/Damage/Vandalism of Property,Assault
172081,Destruction/Damage/Vandalism of Property,Assault
172082,Intimidation,Psychological Harassment
172083,Intimidation,Psychological Harassment
172084,Intimidation,Psychological Harassment
172085,Intimidation,Psychological Harassment
172086,Destruction/Damage/Vandalism of Property,Assault
172087,Destruction/Damage/Vandalism of Property,Assault
172088,Intimidation,Psychological Harassment
172089,Intimidation,Psychological Harassment
172090,Intimidation,Psychological Harassment
172091,Destruction/Damage/Vandalism of Property,Assault
172092,Intimidation,Psychological Harassment
172093,Intimidation,Psychological Harassment
172094,Destruction/Damage/Vandalism of Property,Assault
172095,Destruction/Damage/Vandalism of Property,Assault
172096,Destruction/Damage/Vandalism of Property,Assault
172097,Destruction/Damage/Vandalism of Property,Assault
172098,Burglary/Breaking & Entering,Burgarly or Robbery
172099,Intimidation,Psychological Harassment
172100,Destruction/Damage/Vandalism of Property,Assault
172101,Destruction/Damage/Vandalism of Property,Assault
172102,Intimidation,Psychological Harassment
172103,Destruction/Damage/Vandalism of Property,Assault
172104,Intimidation,Psychological Harassment
172105,Destruction/Damage/Vandalism of Property,Assault
172106,Intimidation,Psychological Harassment
172107,Intimidation,Psychological Harassment
172108,Intimidation,Psychological Harassment
172109,Intimidation,Psychological Harassment
172110,Intimidation,Psychological Harassment
172111,Intimidation,Psychological Harassment
172112,Intimidation,Psychological Harassment
172113,Intimidation,Psychological Harassment
172114,Destruction/Damage/Vandalism of Property,Assault
172115,Destruction/Damage/Vandalism of Property,Assault
172116,Aggravated Assault,Assault
172117,Intimidation,Psychological Harassment
172118,Intimidation,Psychological Harassment
172119,Destruction/Damage/Vandalism of Property,Assault
172120,Destruction/Damage/Vandalism of Property,Assault
172121,Destruction/Damage/Vandalism of Property,Assault
172122,Intimidation,Psychological Harassment
172123,Destruction/Damage/Vandalism of Property,Assault
172124,Intimidation,Psychological Harassment
172125,Intimidation,Psychological Harassment
172126,Intimidation,Psychological Harassment
172127,Destruction/Damage/Vandalism of Property,Assault
172128,Destruction/Damage/Vandalism of Property,Assault
172129,Intimidation,Psychological Harassment
172130,Intimidation,Psychological Harassment
172131,Intimidation,Psychological Harassment
172132,Intimidation,Psychological Harassment
172133,Intimidation,Psychological Harassment
172134,Destruction/Damage/Vandalism of Property,Assault
172135,Intimidation,Psychological Harassment
172136,Aggravated Assault,Assault
172137,Destruction/Damage/Vandalism of Property,Assault
172138,Intimidation,Psychological Harassment
172139,Destruction/Damage/Vandalism of Property,Assault
172140,Destruction/Damage/Vandalism of Property,Assault
172141,Destruction/Damage/Vandalism of Property,Assault
172142,Destruction/Damage/Vandalism of Property,Assault
172143,Destruction/Damage/Vandalism of Property,Assault
172144,Intimidation,Psychological Harassment
172145,Intimidation,Psychological Harassment
172146,Intimidation,Psychological Harassment
172147,Intimidation,Psychological Harassment
172148,Destruction/Damage/Vandalism of Property,Assault
172149,Destruction/Damage/Vandalism of Property,Assault
172150,Destruction/Damage/Vandalism of Property,Assault
172151,Intimidation,Psychological Harassment
172152,Intimidation,Psychological Harassment
172153,Destruction/Damage/Vandalism of Property,Assault
172154,Intimidation,Psychological Harassment
172155,Intimidation,Psychological Harassment
172156,Destruction/Damage/Vandalism of Property,Assault
172157,Intimidation,Psychological Harassment
172158,Intimidation,Psychological Harassment
172159,Intimidation,Psychological Harassment
172160,Intimidation,Psychological Harassment
172161,Intimidation,Psychological Harassment
172162,Intimidation,Psychological Harassment
172163,Destruction/Damage/Vandalism of Property,Assault
172164,Destruction/Damage/Vandalism of Property,Assault
172165,Intimidation,Psychological Harassment
172166,Intimidation,Psychological Harassment
172167,Destruction/Damage/Vandalism of Property,Assault
172168,Intimidation,Psychological Harassment
172169,Intimidation,Psychological Harassment
172170,Intimidation,Psychological Harassment
172171,Intimidation,Psychological Harassment
172172,Intimidation,Psychological Harassment
172173,Intimidation,Psychological Harassment
172174,Intimidation,Psychological Harassment
172175,Intimidation,Psychological Harassment
172176,Intimidation,Psychological Harassment
172177,Intimidation,Psychological Harassment
172178,Intimidation,Psychological Harassment
172179,Intimidation,Psychological Harassment
172180,Intimidation,Psychological Harassment
172181,Intimidation,Psychological Harassment
172182,Intimidation,Psychological Harassment
172183,Robbery,Burgarly or Robbery
172184,Intimidation,Psychological Harassment
172185,Intimidation,Psychological Harassment
172186,Aggravated Assault,Assault
172187,Simple Assault,Assault
172188,Intimidation,Psychological Harassment
172189,Simple Assault,Assault
172190,Intimidation,Psychological Harassment
172191,Simple Assault,Assault
172192,Destruction/Damage/Vandalism of Property,Assault
172193,Destruction/Damage/Vandalism of Property,Assault
172194,Intimidation,Psychological Harassment
172195,Destruction/Damage/Vandalism of Property,Assault
172196,Destruction/Damage/Vandalism of Property,Assault
172197,Destruction/Damage/Vandalism of Property,Assault
172198,Intimidation,Psychological Harassment
172199,Intimidation,Psychological Harassment
172200,Intimidation,Psychological Harassment
172201,Simple Assault,Assault
172202,Destruction/Damage/Vandalism of Property,Assault
172203,Intimidation,Psychological Harassment
172204,Simple Assault,Assault
172205,Destruction/Damage/Vandalism of Property,Assault
172206,Destruction/Damage/Vandalism of Property,Assault
172207,Intimidation,Psychological Harassment
172208,Destruction/Damage/Vandalism of Property,Assault
172209,Destruction/Damage/Vandalism of Property,Assault
